2018,1,1,1,4056000
2018,1,1,2,4152000
2018,1,1,3,4200000
2018,1,1,4,4272000
2018,1,1,5,4344000
2018,1,1,6,4608000
2018,1,1,7,4728000
2018,1,1,8,4680000
2018,1,1,9,4584000
2018,1,1,10,4512000
2018,1,1,11,4416000
2018,1,1,12,4296000
2018,1,1,13,4152000
2018,1,1,14,3984000
2018,1,1,15,3936000
2018,1,1,16,3912000
2018,1,1,17,4032000
2018,1,1,18,4416000
2018,1,1,19,4560000
2018,1,1,20,4560000
2018,1,1,21,4632000
2018,1,1,22,4632000
2018,1,1,23,4608000
2018,1,1,24,4536000
2018,1,2,1,4416000
2018,1,2,2,4320000
2018,1,2,3,4296000
2018,1,2,4,4464000
2018,1,2,5,4704000
2018,1,2,6,5088000
2018,1,2,7,5712000
2018,1,2,8,5856000
2018,1,2,9,5880000
2018,1,2,10,5616000
2018,1,2,11,5448000
2018,1,2,12,5280000
2018,1,2,13,5064000
2018,1,2,14,4800000
2018,1,2,15,4704000
2018,1,2,16,4608000
2018,1,2,17,4824000
2018,1,2,18,5208000
2018,1,2,19,5448000
2018,1,2,20,5592000
2018,1,2,21,5712000
2018,1,2,22,5880000
2018,1,2,23,5544000
2018,1,2,24,5472000
2018,1,3,1,5280000
2018,1,3,2,4992000
2018,1,3,3,4872000
2018,1,3,4,4920000
2018,1,3,5,4944000
2018,1,3,6,5208000
2018,1,3,7,5784000
2018,1,3,8,5928000
2018,1,3,9,6072000
2018,1,3,10,5784000
2018,1,3,11,5496000
2018,1,3,12,5304000
2018,1,3,13,5016000
2018,1,3,14,4896000
2018,1,3,15,4944000
2018,1,3,16,5040000
2018,1,3,17,5088000
2018,1,3,18,5208000
2018,1,3,19,5232000
2018,1,3,20,5208000
2018,1,3,21,5160000
2018,1,3,22,5328000
2018,1,3,23,5088000
2018,1,3,24,4920000
2018,1,4,1,4536000
2018,1,4,2,4248000
2018,1,4,3,4248000
2018,1,4,4,4272000
2018,1,4,5,4368000
2018,1,4,6,4632000
2018,1,4,7,4656000
2018,1,4,8,4608000
2018,1,4,9,4488000
2018,1,4,10,4296000
2018,1,4,11,4272000
2018,1,4,12,4176000
2018,1,4,13,4080000
2018,1,4,14,3912000
2018,1,4,15,3912000
2018,1,4,16,3960000
2018,1,4,17,4176000
2018,1,4,18,4560000
2018,1,4,19,4752000
2018,1,4,20,4824000
2018,1,4,21,4800000
2018,1,4,22,4848000
