year,month,day,hour,NCP kW,CP kW,kWh
2018,2,9,22,4152,,
2018,2,9,23,4104,,
2018,2,9,24,3936,,
2018,2,10,1,3720,,
2018,2,10,2,3672,,
2018,2,10,3,3552,,
2018,2,10,4,3648,,
2018,2,10,5,3456,,
2018,2,10,6,3480,,
2018,2,10,7,3696,,
2018,2,10,8,3864,,
2018,2,10,9,4128,,
2018,2,10,10,4080,,
2018,2,10,11,3840,,
2018,2,10,12,3672,,
2018,2,10,13,3576,,
2018,2,10,14,3528,,
2018,2,10,15,3432,,
2018,2,10,16,3384,,
2018,2,10,17,3528,,
2018,2,10,18,3480,,
2018,2,10,19,3528,,
2018,2,10,20,3528,,
2018,2,10,21,3408,,
2018,2,10,22,3456,,
2018,2,10,23,3288,,
2018,2,10,24,3168,,
2018,2,11,1,2976,,
2018,2,11,2,2784,,
2018,2,11,3,2736,,
2018,2,11,4,2760,,
2018,2,11,5,2712,,
2018,2,11,6,2664,,
2018,2,11,7,2640,,
2018,2,11,8,2640,,
2018,2,11,9,2784,,
2018,2,11,10,2808,,
2018,2,11,11,2784,,
2018,2,11,12,2688,,
2018,2,11,13,2760,,
2018,2,11,14,2640,,
2018,2,11,15,2712,,
2018,2,11,16,2784,,
2018,2,11,17,2760,,
2018,2,11,18,2904,,
2018,2,11,19,3000,,
2018,2,11,20,2952,,
2018,2,11,21,2856,,
2018,2,11,22,2832,,
2018,2,11,23,2712,,
2018,2,11,24,2688,,
2018,2,12,1,2592,,
2018,2,12,2,2592,,
2018,2,12,3,2592,,
2018,2,12,4,2592,,
2018,2,12,5,2664,,
2018,2,12,6,3000,,
2018,2,12,7,3648,,
2018,2,12,8,3720,,
2018,2,12,9,3672,,
2018,2,12,10,3816,,
2018,2,12,11,4080,,
2018,2,12,12,4800,,
2018,2,12,13,3960,,
2018,2,12,14,4512,,
2018,2,12,15,5040,,
2018,2,12,16,5112,,
2018,2,12,17,4944,,
2018,2,12,18,4272,,
2018,2,12,19,4488,,
2018,2,12,20,4536,,
2018,2,12,21,4344,,
2018,2,12,22,4368,,
2018,2,12,23,4296,,
2018,2,12,24,3984,,
2018,2,13,1,3816,,
2018,2,13,2,3624,,
2018,2,13,3,3552,,
2018,2,13,4,3552,,
2018,2,13,5,3600,,
2018,2,13,6,3792,,
2018,2,13,7,4392,,
2018,2,13,8,4488,,
2018,2,13,9,4536,,
2018,2,13,10,4488,,
2018,2,13,11,4512,,
2018,2,13,12,4752,,
2018,2,13,13,4608,,
2018,2,13,14,4392,,
2018,2,13,15,4440,,
2018,2,13,16,4536,,
2018,2,13,17,4584,,
2018,2,13,18,4656,,
2018,2,13,19,4776,,
2018,2,13,20,4728,,
2018,2,13,21,4752,,
2018,2,13,22,4800,,
2018,2,13,23,4440,,
2018,2,13,24,4080,,
2018,2,14,1,3840,,
2018,2,14,2,3720,,
2018,2,14,3,3672,,
2018,2,14,4,3744,,
2018,2,14,5,3624,,
2018,2,14,6,3864,,
2018,2,14,7,4368,,
2018,2,14,8,4440,,
2018,2,14,9,4512,,
2018,2,14,10,4248,,
2018,2,14,11,4104,,
2018,2,14,12,4008,,
2018,2,14,13,3768,,
2018,2,14,14,3672,,
2018,2,14,15,3672,,
2018,2,14,16,3744,,
2018,2,14,17,3792,,
2018,2,14,18,3936,,
2018,2,14,19,4224,,
2018,2,14,20,4368,,
2018,2,14,21,4224,,
2018,2,14,22,4200,,
2018,2,14,23,3816,,
2018,2,14,24,3528,,
2018,2,15,1,3384,,
2018,2,15,2,3192,,
2018,2,15,3,3024,,
2018,2,15,4,3000,,
2018,2,15,5,3024,,
2018,2,15,6,3264,,
2018,2,15,7,3816,,
2018,2,15,8,3936,,
2018,2,15,9,3912,,
2018,2,15,10,3912,,
2018,2,15,11,4488,,
2018,2,15,12,4920,,
2018,2,15,13,3888,,
2018,2,15,14,4776,,
2018,2,15,15,5736,,
2018,2,15,16,5544,,
2018,2,15,17,4704,,
2018,2,15,18,3960,,
2018,2,15,19,4152,,
2018,2,15,20,4176,,
2018,2,15,21,4080,,
2018,2,15,22,4104,,
2018,2,15,23,3696,,
2018,2,15,24,3480,,
2018,2,16,1,3264,,
2018,2,16,2,3096,,
2018,2,16,3,2856,,
2018,2,16,4,2856,,
2018,2,16,5,2856,,
2018,2,16,6,3000,,
2018,2,16,7,3672,,
2018,2,16,8,3816,,
2018,2,16,9,3840,,
2018,2,16,10,3888,,
2018,2,16,11,3840,,
2018,2,16,12,3960,,
2018,2,16,13,4032,,
2018,2,16,14,4440,,
2018,2,16,15,5256,,
2018,2,16,16,4944,,
2018,2,16,17,3840,,
2018,2,16,18,3888,,
2018,2,16,19,3912,,
2018,2,16,20,3960,,
2018,2,16,21,3840,,
2018,2,16,22,3768,,
2018,2,16,23,3576,,
2018,2,16,24,3312,,
2018,2,17,1,3096,,
2018,2,17,2,2976,,
2018,2,17,3,2976,,
2018,2,17,4,3072,,
2018,2,17,5,3072,,
2018,2,17,6,3216,,
2018,2,17,7,3216,,
2018,2,17,8,3216,,
2018,2,17,9,3312,,
2018,2,17,10,3312,,
2018,2,17,11,3336,,
2018,2,17,12,3288,,
2018,2,17,13,3264,,
2018,2,17,14,3192,,
2018,2,17,15,3168,,
2018,2,17,16,3264,,
2018,2,17,17,3216,,
2018,2,17,18,3240,,
2018,2,17,19,3336,,
2018,2,17,20,3312,,
2018,2,17,21,3288,,
2018,2,17,22,3192,,
2018,2,17,23,3168,,
2018,2,17,24,3144,,
2018,2,18,1,3000,,
2018,2,18,2,2928,,
2018,2,18,3,3024,,
2018,2,18,4,3024,,
2018,2,18,5,3024,,
2018,2,18,6,3096,,
2018,2,18,7,2736,,
2018,2,18,8,3072,,
2018,2,18,9,3096,,
2018,2,18,10,3048,,
2018,2,18,11,2808,,
2018,2,18,12,2664,,
2018,2,18,13,2616,,
2018,2,18,14,2496,,
2018,2,18,15,2424,,
2018,2,18,16,2424,,
2018,2,18,17,2400,,
2018,2,18,18,2520,,
2018,2,18,19,2880,,
2018,2,18,20,3000,,
2018,2,18,21,3072,,
2018,2,18,22,3120,,
2018,2,18,23,3072,,
2018,2,18,24,3120,,
2018,2,19,1,3120,,
2018,2,19,2,3096,,
2018,2,19,3,3072,,
2018,2,19,4,3072,,
2018,2,19,5,3168,,
2018,2,19,6,3480,,
2018,2,19,7,4224,,
2018,2,19,8,4344,,
2018,2,19,9,4416,,
2018,2,19,10,4464,,
2018,2,19,11,4320,,
2018,2,19,12,4272,,
2018,2,19,13,4248,,
2018,2,19,14,4200,,
2018,2,19,15,4128,,
2018,2,19,16,4080,,
2018,2,19,17,4032,,
2018,2,19,18,4032,,
2018,2,19,19,4104,,
2018,2,19,20,4176,,
2018,2,19,21,4128,,
2018,2,19,22,3984,,
2018,2,19,23,3744,,
2018,2,19,24,3504,,
2018,2,20,1,3504,,
2018,2,20,2,3312,,
2018,2,20,3,3024,,
2018,2,20,4,3072,,
2018,2,20,5,3168,,
2018,2,20,6,3408,,
2018,2,20,7,4032,,
2018,2,20,8,4032,,
2018,2,20,9,4008,,
2018,2,20,10,3960,,
2018,2,20,11,4128,,
2018,2,20,12,4440,,
2018,2,20,13,3960,,
2018,2,20,14,4176,,
2018,2,20,15,5184,,
2018,2,20,16,5520,,
2018,2,20,17,4512,,
2018,2,20,18,3912,,
2018,2,20,19,4176,,
2018,2,20,20,4200,,
2018,2,20,21,4032,,
2018,2,20,22,4008,,
2018,2,20,23,3768,,
2018,2,20,24,3480,,
2018,2,21,1,3336,,
2018,2,21,2,3072,,
2018,2,21,3,2880,,
2018,2,21,4,2880,,
2018,2,21,5,2832,,
2018,2,21,6,3024,,
2018,2,21,7,3552,,
2018,2,21,8,3720,,
2018,2,21,9,3864,,
2018,2,21,10,3936,,
2018,2,21,11,3936,,
2018,2,21,12,4056,,
2018,2,21,13,4128,,
2018,2,21,14,4032,,
2018,2,21,15,4080,,
2018,2,21,16,3840,,
2018,2,21,17,3624,,
2018,2,21,18,3720,,
2018,2,21,19,3888,,
2018,2,21,20,3984,,
2018,2,21,21,3912,,
2018,2,21,22,3864,,
2018,2,21,23,3624,,
2018,2,21,24,3480,,
2018,2,22,1,3336,,
2018,2,22,2,3120,,
2018,2,22,3,2832,,
2018,2,22,4,2880,,
2018,2,22,5,2904,,
2018,2,22,6,3240,,
2018,2,22,7,3864,,
2018,2,22,8,3816,,
2018,2,22,9,3816,,
2018,2,22,10,4008,,
2018,2,22,11,4512,,
2018,2,22,12,5376,,
2018,2,22,13,4080,,
2018,2,22,14,5016,,
2018,2,22,15,4896,,
2018,2,22,16,4632,,
2018,2,22,17,4080,,
2018,2,22,18,3936,,
2018,2,22,19,4056,,
2018,2,22,20,3936,,
2018,2,22,21,3936,,
2018,2,22,22,3912,,
2018,2,22,23,3648,,
2018,2,22,24,3336,,
2018,2,23,1,3096,,
2018,2,23,2,3120,,
2018,2,23,3,2952,,
2018,2,23,4,2928,,
2018,2,23,5,2952,,
2018,2,23,6,3240,,
2018,2,23,7,3888,,
2018,2,23,8,4056,,
2018,2,23,9,4104,,
2018,2,23,10,3912,,
2018,2,23,11,3696,,
2018,2,23,12,3696,,
2018,2,23,13,3696,,
2018,2,23,14,3600,,
2018,2,23,15,3528,,
2018,2,23,16,3600,,
2018,2,23,17,3528,,
2018,2,23,18,3504,,
2018,2,23,19,3768,,
2018,2,23,20,3792,,
2018,2,23,21,3792,,
2018,2,23,22,3960,,
2018,2,23,23,3840,,
2018,2,23,24,3528,,
2018,2,24,1,3408,,
2018,2,24,2,3192,,
2018,2,24,3,2952,,
2018,2,24,4,2904,,
2018,2,24,5,2808,,
2018,2,24,6,2808,,
2018,2,24,7,2760,,
2018,2,24,8,2544,,
2018,2,24,9,2688,,
2018,2,24,10,2616,,
2018,2,24,11,2616,,
2018,2,24,12,2568,,
2018,2,24,13,2568,,
2018,2,24,14,2568,,
2018,2,24,15,2520,,
2018,2,24,16,2592,,
2018,2,24,17,2592,,
2018,2,24,18,2520,,
2018,2,24,19,2544,,
2018,2,24,20,2568,,
2018,2,24,21,2616,,
2018,2,24,22,2568,,
2018,2,24,23,2472,,
2018,2,24,24,2400,,
2018,2,25,1,2424,,
2018,2,25,2,2424,,
2018,2,25,3,2400,,
2018,2,25,4,2424,,
2018,2,25,5,2424,,
2018,2,25,6,2424,,
2018,2,25,7,2448,,
2018,2,25,8,2472,,
2018,2,25,9,2568,,
2018,2,25,10,2616,,
2018,2,25,11,2592,,
2018,2,25,12,2640,,
2018,2,25,13,2592,,
2018,2,25,14,2616,,
2018,2,25,15,2568,,
2018,2,25,16,2496,,
2018,2,25,17,2544,,
2018,2,25,18,2616,,
2018,2,25,19,2784,,
2018,2,25,20,2904,,
2018,2,25,21,2832,,
2018,2,25,22,2736,,
2018,2,25,23,2616,,
2018,2,25,24,2496,,
2018,2,26,1,2376,,
2018,2,26,2,2352,,
2018,2,26,3,2448,,
2018,2,26,4,2424,,
2018,2,26,5,2568,,
2018,2,26,6,3000,,
2018,2,26,7,3672,,
2018,2,26,8,3744,,
2018,2,26,9,3768,,
2018,2,26,10,3888,,
2018,2,26,11,3840,,
2018,2,26,12,4056,,
2018,2,26,13,3936,,
2018,2,26,14,3768,,
2018,2,26,15,3936,,
2018,2,26,16,4152,,
2018,2,26,17,4152,,
2018,2,26,18,4128,,
2018,2,26,19,4392,,
2018,2,26,20,4368,,
2018,2,26,21,4320,,
2018,2,26,22,4272,,
2018,2,26,23,4080,,
2018,2,26,24,4008,,
2018,2,27,1,3720,,
2018,2,27,2,3696,,
2018,2,27,3,3456,,
2018,2,27,4,3504,,
2018,2,27,5,3624,,
2018,2,27,6,3912,,
2018,2,27,7,4464,,
2018,2,27,8,4464,,
2018,2,27,9,4320,,
2018,2,27,10,4344,,
2018,2,27,11,4632,,
2018,2,27,12,4872,,
2018,2,27,13,3864,,
2018,2,27,14,5016,,
2018,2,27,15,4776,,
2018,2,27,16,5040,,
2018,2,27,17,4416,,
2018,2,27,18,3744,,
2018,2,27,19,4128,,
2018,2,27,20,4392,,
2018,2,27,21,4200,,
2018,2,27,22,4296,,
2018,2,27,23,4080,,
2018,2,27,24,3864,,
2018,2,28,1,3768,,
2018,2,28,2,3384,,
2018,2,28,3,3312,,
2018,2,28,4,3408,,
2018,2,28,5,3456,,
2018,2,28,6,3768,,
2018,2,28,7,4344,,
2018,2,28,8,4344,,
2018,2,28,9,4512,,
2018,2,28,10,4176,,
2018,2,28,11,4200,,
2018,2,28,12,4104,,
2018,2,28,13,3888,,
2018,2,28,14,3720,,
2018,2,28,15,3744,,
2018,2,28,16,3768,,
2018,2,28,17,3768,,
2018,2,28,18,3792,,
2018,2,28,19,4032,,
2018,2,28,20,4176,,
2018,2,28,21,4200,,
2018,2,28,22,3936,,
2018,2,28,23,3768,,
2018,2,28,24,3720,,
2018,3,1,1,3600,,
2018,3,1,2,3168,,
2018,3,1,3,3048,,
2018,3,1,4,3096,,
2018,3,1,5,3096,,
2018,3,1,6,3384,,
2018,3,1,7,3840,,
2018,3,1,8,3816,,
2018,3,1,9,3864,,
2018,3,1,10,3864,,
2018,3,1,11,4752,,
2018,3,1,12,4968,,
2018,3,1,13,4080,,
2018,3,1,14,4920,,
2018,3,1,15,4416,,
2018,3,1,16,4008,,
2018,3,1,17,4008,,
2018,3,1,18,3936,,
2018,3,1,19,4032,,
2018,3,1,20,4008,,
2018,3,1,21,4080,,
2018,3,1,22,4008,,
2018,3,1,23,3816,,
2018,3,1,24,3648,,
2018,3,2,1,3480,,
2018,3,2,2,3336,,
2018,3,2,3,3024,,
2018,3,2,4,3168,,
2018,3,2,5,3312,,
2018,3,2,6,3672,,
2018,3,2,7,4392,,
2018,3,2,8,4368,,
2018,3,2,9,4368,,
2018,3,2,10,4296,,
2018,3,2,11,4176,,
2018,3,2,12,3984,,
2018,3,2,13,4200,,
2018,3,2,14,3960,,
2018,3,2,15,3888,,
2018,3,2,16,4008,,
2018,3,2,17,3864,,
2018,3,2,18,3984,,
2018,3,2,19,4344,,
2018,3,2,20,4392,,
2018,3,2,21,4536,,
2018,3,2,22,4464,,
2018,3,2,23,4200,,
2018,3,2,24,4104,,
2018,3,3,1,4032,,
2018,3,3,2,3888,,
2018,3,3,3,3600,,
2018,3,3,4,3672,,
2018,3,3,5,3720,,
2018,3,3,6,3864,,
2018,3,3,7,4080,,
2018,3,3,8,4152,,
2018,3,3,9,4176,,
2018,3,3,10,3984,,
2018,3,3,11,3936,,
2018,3,3,12,4056,,
2018,3,3,13,3816,,
2018,3,3,14,3456,,
2018,3,3,15,3432,,
2018,3,3,16,3384,,
2018,3,3,17,3312,,
2018,3,3,18,3432,,
2018,3,3,19,3720,,
2018,3,3,20,3768,,
2018,3,3,21,3864,,
2018,3,3,22,3888,,
2018,3,3,23,3840,,
2018,3,3,24,3816,,
2018,3,4,1,3792,,
2018,3,4,2,3528,,
2018,3,4,3,3480,,
2018,3,4,4,3528,,
2018,3,4,5,3480,,
2018,3,4,6,3552,,
2018,3,4,7,3576,,
2018,3,4,8,3528,,
2018,3,4,9,3576,,
2018,3,4,10,3432,,
2018,3,4,11,3336,,
2018,3,4,12,3168,,
2018,3,4,13,2976,,
2018,3,4,14,2808,,
2018,3,4,15,2736,,
2018,3,4,16,2712,,
2018,3,4,17,2736,,
2018,3,4,18,2880,,
2018,3,4,19,3192,,
2018,3,4,20,3360,,
2018,3,4,21,3408,,
2018,3,4,22,3432,,
2018,3,4,23,3408,,
2018,3,4,24,3360,,
2018,3,5,1,3456,,
2018,3,5,2,3384,,
2018,3,5,3,3432,,
2018,3,5,4,3552,,
2018,3,5,5,3624,,
2018,3,5,6,4080,,
2018,3,5,7,4800,,
2018,3,5,8,4704,,
2018,3,5,9,4680,,
2018,3,5,10,4608,,
2018,3,5,11,4368,,
2018,3,5,12,4248,,
2018,3,5,13,4128,,
2018,3,5,14,3888,,
2018,3,5,15,3696,,
2018,3,5,16,3864,,
2018,3,5,17,3888,,
2018,3,5,18,3984,,
2018,3,5,19,4224,,
2018,3,5,20,4488,,
2018,3,5,21,4536,,
2018,3,5,22,4392,,
2018,3,5,23,4488,,
2018,3,5,24,4176,,
2018,3,6,1,4152,,
2018,3,6,2,3912,,
2018,3,6,3,3960,,
2018,3,6,4,3984,,
2018,3,6,5,3984,,
2018,3,6,6,4272,,
2018,3,6,7,4824,,
2018,3,6,8,4728,,
2018,3,6,9,4752,,
2018,3,6,10,4440,,
2018,3,6,11,4128,,
2018,3,6,12,4152,,
2018,3,6,13,4152,,
2018,3,6,14,4008,,
2018,3,6,15,4152,,
2018,3,6,16,4296,,
2018,3,6,17,4320,,
2018,3,6,18,4344,,
2018,3,6,19,4488,,
2018,3,6,20,4656,,
2018,3,6,21,4464,,
2018,3,6,22,3936,,
2018,3,6,23,4032,,
2018,3,6,24,3912,,
2018,3,7,1,3768,,
2018,3,7,2,3528,,
2018,3,7,3,3312,,
2018,3,7,4,3384,,
2018,3,7,5,3480,,
2018,3,7,6,3624,,
2018,3,7,7,4272,,
2018,3,7,8,4272,,
2018,3,7,9,4272,,
2018,3,7,10,4296,,
2018,3,7,11,4392,,
2018,3,7,12,4920,,
2018,3,7,13,4128,,
2018,3,7,14,4992,,
2018,3,7,15,5088,,
2018,3,7,16,4608,,
2018,3,7,17,3888,,
2018,3,7,18,3912,,
2018,3,7,19,4368,,
2018,3,7,20,4440,,
2018,3,7,21,4368,,
2018,3,7,22,4440,,
2018,3,7,23,4272,,
2018,3,7,24,4152,,
2018,3,8,1,4056,,
2018,3,8,2,3984,,
2018,3,8,3,3792,,
2018,3,8,4,3768,,
2018,3,8,5,3936,,
2018,3,8,6,4272,,
2018,3,8,7,4944,,
2018,3,8,8,4872,,
2018,3,8,9,4584,,
2018,3,8,10,4416,,
2018,3,8,11,4320,,
2018,3,8,12,4224,,
2018,3,8,13,4200,,
2018,3,8,14,4032,,
2018,3,8,15,4032,,
2018,3,8,16,4080,,
2018,3,8,17,4056,,
2018,3,8,18,4200,,
2018,3,8,19,4296,,
2018,3,8,20,4536,,
2018,3,8,21,4512,,
2018,3,8,22,4440,,
2018,3,8,23,4296,,
2018,3,8,24,4128,,
2018,3,9,1,4080,,
2018,3,9,2,3864,,
2018,3,9,3,3624,,
2018,3,9,4,3840,,
2018,3,9,5,3936,,
2018,3,9,6,4344,,
2018,3,9,7,4992,,
2018,3,9,8,4800,,
2018,3,9,9,4680,,
2018,3,9,10,4560,,
2018,3,9,11,4440,,
2018,3,9,12,4416,,
2018,3,9,13,4104,,
2018,3,9,14,3960,,
2018,3,9,15,3816,,
2018,3,9,16,3720,,
2018,3,9,17,3600,,
2018,3,9,18,3672,,
2018,3,9,19,4080,,
2018,3,9,20,4272,,
2018,3,9,21,4368,,
2018,3,9,22,4416,,
2018,3,9,23,4200,,
2018,3,9,24,4152,,
2018,3,10,1,4032,,
2018,3,10,2,4008,,
2018,3,10,3,3840,,
2018,3,10,4,3792,,
2018,3,10,5,3720,,
2018,3,10,6,3576,,
2018,3,10,7,3648,,
2018,3,10,8,3720,,
2018,3,10,9,3816,,
2018,3,10,10,3696,,
2018,3,10,11,3720,,
2018,3,10,12,3672,,
2018,3,10,13,3384,,
2018,3,10,14,3312,,
2018,3,10,15,3408,,
2018,3,10,16,3432,,
2018,3,10,17,3336,,
2018,3,10,18,3384,,
2018,3,10,19,3600,,
2018,3,10,20,3576,,
2018,3,10,21,3600,,
2018,3,10,22,3528,,
2018,3,10,23,3336,,
2018,3,10,24,3432,,
2018,3,11,1,3312,,
2018,3,11,2,0,,
2018,3,11,3,3120,,
2018,3,11,4,3144,,
2018,3,11,5,3120,,
2018,3,11,6,3072,,
2018,3,11,7,3096,,
2018,3,11,8,3216,,
2018,3,11,9,3240,,
2018,3,11,10,3432,,
2018,3,11,11,3408,,
2018,3,11,12,3360,,
2018,3,11,13,3240,,
2018,3,11,14,3288,,
2018,3,11,15,3168,,
2018,3,11,16,3096,,
2018,3,11,17,3120,,
2018,3,11,18,3216,,
2018,3,11,19,3312,,
2018,3,11,20,3552,,
2018,3,11,21,3528,,
2018,3,11,22,3552,,
2018,3,11,23,3456,,
2018,3,11,24,3384,,
2018,3,12,1,3312,,
2018,3,12,2,3336,,
2018,3,12,3,3288,,
2018,3,12,4,3336,,
2018,3,12,5,3384,,
2018,3,12,6,3648,,
2018,3,12,7,4416,,
2018,3,12,8,4488,,
2018,3,12,9,4488,,
2018,3,12,10,4512,,
2018,3,12,11,4656,,
2018,3,12,12,5400,,
2018,3,12,13,4608,,
2018,3,12,14,5208,,
2018,3,12,15,5208,,
2018,3,12,16,5760,,
2018,3,12,17,5040,,
2018,3,12,18,4872,,
2018,3,12,19,4944,,
2018,3,12,20,4896,,
2018,3,12,21,4800,,
2018,3,12,22,4776,,
2018,3,12,23,4536,,
2018,3,12,24,4248,,
2018,3,13,1,4128,,
2018,3,13,2,3960,,
2018,3,13,3,3816,,
2018,3,13,4,3840,,
2018,3,13,5,3888,,
2018,3,13,6,4248,,
2018,3,13,7,4776,,
2018,3,13,8,4920,,
2018,3,13,9,4896,,
2018,3,13,10,4656,,
2018,3,13,11,4488,,
2018,3,13,12,4512,,
2018,3,13,13,4416,,
2018,3,13,14,4104,,
2018,3,13,15,4008,,
2018,3,13,16,3984,,
2018,3,13,17,4104,,
2018,3,13,18,4128,,
2018,3,13,19,4152,,
2018,3,13,20,4512,,
2018,3,13,21,4608,,
2018,3,13,22,4536,,
2018,3,13,23,4368,,
2018,3,13,24,4128,,
2018,3,14,1,3984,,
2018,3,14,2,3840,,
2018,3,14,3,3792,,
2018,3,14,4,3840,,
2018,3,14,5,3744,,
2018,3,14,6,3888,,
2018,3,14,7,4584,,
2018,3,14,8,4776,,
2018,3,14,9,4632,,
2018,3,14,10,4560,,
2018,3,14,11,4296,,
2018,3,14,12,4368,,
2018,3,14,13,4368,,
2018,3,14,14,4344,,
2018,3,14,15,4272,,
2018,3,14,16,4104,,
2018,3,14,17,4080,,
2018,3,14,18,4176,,
2018,3,14,19,4128,,
2018,3,14,20,4416,,
2018,3,14,21,4584,,
2018,3,14,22,4560,,
2018,3,14,23,4320,,
2018,3,14,24,4176,,
2018,3,15,1,4152,,
2018,3,15,2,4056,,
2018,3,15,3,3840,,
2018,3,15,4,3960,,
2018,3,15,5,4080,,
2018,3,15,6,4272,,
2018,3,15,7,4920,,
2018,3,15,8,5016,,
2018,3,15,9,4872,,
2018,3,15,10,4776,,
2018,3,15,11,4608,,
2018,3,15,12,5376,,
2018,3,15,13,4392,,
2018,3,15,14,5016,,
2018,3,15,15,5016,,
2018,3,15,16,4608,,
2018,3,15,17,4272,,
2018,3,15,18,3768,,
2018,3,15,19,3768,,
2018,3,15,20,3912,,
2018,3,15,21,4080,,
2018,3,15,22,4008,,
2018,3,15,23,3816,,
2018,3,15,24,3672,,
2018,3,16,1,3576,,
2018,3,16,2,3480,,
2018,3,16,3,3288,,
2018,3,16,4,3192,,
2018,3,16,5,3336,,
2018,3,16,6,3624,,
2018,3,16,7,4320,,
2018,3,16,8,4440,,
2018,3,16,9,4464,,
2018,3,16,10,4272,,
2018,3,16,11,4824,,
2018,3,16,12,4536,,
2018,3,16,13,4008,,
2018,3,16,14,3792,,
2018,3,16,15,3840,,
2018,3,16,16,3792,,
2018,3,16,17,3672,,
2018,3,16,18,3600,,
2018,3,16,19,3696,,
2018,3,16,20,3840,,
2018,3,16,21,4248,,
2018,3,16,22,4272,,
2018,3,16,23,4056,,
2018,3,16,24,3960,,
2018,3,17,1,4032,,
2018,3,17,2,3840,,
2018,3,17,3,3600,,
2018,3,17,4,3672,,
2018,3,17,5,3744,,
2018,3,17,6,3888,,
2018,3,17,7,4032,,
2018,3,17,8,4008,,
2018,3,17,9,4104,,
2018,3,17,10,4152,,
2018,3,17,11,4032,,
2018,3,17,12,3840,,
2018,3,17,13,3624,,
2018,3,17,14,3480,,
2018,3,17,15,3432,,
2018,3,17,16,3384,,
2018,3,17,17,3288,,
2018,3,17,18,3264,,
2018,3,17,19,3240,,
2018,3,17,20,3480,,
2018,3,17,21,3576,,
2018,3,17,22,3552,,
2018,3,17,23,3552,,
2018,3,17,24,3528,,
2018,3,18,1,3480,,
2018,3,18,2,3288,,
2018,3,18,3,3216,,
2018,3,18,4,3240,,
2018,3,18,5,3288,,
2018,3,18,6,3288,,
2018,3,18,7,3552,,
2018,3,18,8,3672,,
2018,3,18,9,3792,,
2018,3,18,10,3984,,
2018,3,18,11,3840,,
2018,3,18,12,3672,,
2018,3,18,13,3528,,
2018,3,18,14,3408,,
2018,3,18,15,3336,,
2018,3,18,16,3240,,
2018,3,18,17,3216,,
2018,3,18,18,3192,,
2018,3,18,19,3216,,
2018,3,18,20,3480,,
2018,3,18,21,3744,,
2018,3,18,22,3624,,
2018,3,18,23,3528,,
2018,3,18,24,3456,,
2018,3,19,1,3240,,
2018,3,19,2,3192,,
2018,3,19,3,3216,,
2018,3,19,4,3216,,
2018,3,19,5,3408,,
2018,3,19,6,3576,,
2018,3,19,7,4320,,
2018,3,19,8,4416,,
2018,3,19,9,4368,,
2018,3,19,10,4224,,
2018,3,19,11,3912,,
2018,3,19,12,3912,,
2018,3,19,13,3888,,
2018,3,19,14,3720,,
2018,3,19,15,3576,,
2018,3,19,16,3600,,
2018,3,19,17,3552,,
2018,3,19,18,3648,,
2018,3,19,19,3768,,
2018,3,19,20,3960,,
2018,3,19,21,3864,,
2018,3,19,22,3744,,
2018,3,19,23,3576,,
2018,3,19,24,3336,,
2018,3,20,1,3192,,
2018,3,20,2,3024,,
2018,3,20,3,2952,,
2018,3,20,4,3048,,
2018,3,20,5,3144,,
2018,3,20,6,3360,,
2018,3,20,7,3984,,
2018,3,20,8,4152,,
2018,3,20,9,4176,,
2018,3,20,10,4104,,
2018,3,20,11,4128,,
2018,3,20,12,4128,,
2018,3,20,13,4128,,
2018,3,20,14,4200,,
2018,3,20,15,4368,,
2018,3,20,16,4320,,
2018,3,20,17,4368,,
2018,3,20,18,4512,,
2018,3,20,19,4536,,
2018,3,20,20,4584,,
2018,3,20,21,4728,,
2018,3,20,22,4728,,
2018,3,20,23,4296,,
2018,3,20,24,4128,,
2018,3,21,1,3960,,
2018,3,21,2,3768,,
2018,3,21,3,3672,,
2018,3,21,4,3696,,
2018,3,21,5,3648,,
2018,3,21,6,3864,,
2018,3,21,7,4512,,
2018,3,21,8,4560,,
2018,3,21,9,4728,,
2018,3,21,10,4728,,
2018,3,21,11,4872,,
2018,3,21,12,5112,,
2018,3,21,13,4848,,
2018,3,21,14,4752,,
2018,3,21,15,4464,,
2018,3,21,16,4440,,
2018,3,21,17,4320,,
2018,3,21,18,4464,,
2018,3,21,19,4536,,
2018,3,21,20,4608,,
2018,3,21,21,4584,,
2018,3,21,22,4440,,
2018,3,21,23,4320,,
2018,3,21,24,4080,,
2018,3,22,1,4056,,
2018,3,22,2,3912,,
2018,3,22,3,3744,,
2018,3,22,4,3744,,
2018,3,22,5,3792,,
2018,3,22,6,3960,,
2018,3,22,7,4536,,
2018,3,22,8,4752,,
2018,3,22,9,4632,,
2018,3,22,10,4440,,
2018,3,22,11,4440,,
2018,3,22,12,4440,,
2018,3,22,13,4248,,
2018,3,22,14,4488,,
2018,3,22,15,4656,,
2018,3,22,16,4536,,
2018,3,22,17,3864,,
2018,3,22,18,3936,,
2018,3,22,19,4152,,
2018,3,22,20,4248,,
2018,3,22,21,4512,,
2018,3,22,22,4512,,
2018,3,22,23,4344,,
2018,3,22,24,4152,,
2018,3,23,1,4080,,
2018,3,23,2,3888,,
2018,3,23,3,3552,,
2018,3,23,4,3672,,
2018,3,23,5,3768,,
2018,3,23,6,4032,,
2018,3,23,7,4752,,
2018,3,23,8,4848,,
2018,3,23,9,4656,,
2018,3,23,10,4608,,
2018,3,23,11,4224,,
