year,month,day,hour,NCP kW,CP kW,kWh
2018,3,23,12,4152,,
2018,3,23,13,3936,,
2018,3,23,14,3768,,
2018,3,23,15,3600,,
2018,3,23,16,3552,,
2018,3,23,17,3456,,
2018,3,23,18,3552,,
2018,3,23,19,3672,,
2018,3,23,20,3816,,
2018,3,23,21,4032,,
2018,3,23,22,4176,,
2018,3,23,23,4032,,
2018,3,23,24,3912,,
2018,3,24,1,3720,,
2018,3,24,2,3768,,
2018,3,24,3,3792,,
2018,3,24,4,3672,,
2018,3,24,5,3768,,
2018,3,24,6,3936,,
2018,3,24,7,4248,,
2018,3,24,8,4392,,
2018,3,24,9,4320,,
2018,3,24,10,4200,,
2018,3,24,11,3912,,
2018,3,24,12,3696,,
2018,3,24,13,3552,,
2018,3,24,14,3528,,
2018,3,24,15,3600,,
2018,3,24,16,3648,,
2018,3,24,17,3744,,
2018,3,24,18,3912,,
2018,3,24,19,3984,,
2018,3,24,20,4128,,
2018,3,24,21,4152,,
2018,3,24,22,4104,,
2018,3,24,23,4056,,
2018,3,24,24,4008,,
2018,3,25,1,3960,,
2018,3,25,2,3840,,
2018,3,25,3,3744,,
2018,3,25,4,3528,,
2018,3,25,5,3480,,
2018,3,25,6,3264,,
2018,3,25,7,3360,,
2018,3,25,8,3360,,
2018,3,25,9,3600,,
2018,3,25,10,3504,,
2018,3,25,11,3240,,
2018,3,25,12,3144,,
2018,3,25,13,3024,,
2018,3,25,14,2880,,
2018,3,25,15,2760,,
2018,3,25,16,2760,,
2018,3,25,17,2784,,
2018,3,25,18,2880,,
2018,3,25,19,3072,,
2018,3,25,20,3240,,
2018,3,25,21,3504,,
2018,3,25,22,3552,,
2018,3,25,23,3528,,
2018,3,25,24,3456,,
2018,3,26,1,3384,,
2018,3,26,2,3408,,
2018,3,26,3,3384,,
2018,3,26,4,3408,,
2018,3,26,5,3480,,
2018,3,26,6,3840,,
2018,3,26,7,4560,,
2018,3,26,8,4704,,
2018,3,26,9,4560,,
2018,3,26,10,4440,,
2018,3,26,11,4368,,
2018,3,26,12,4128,,
2018,3,26,13,3960,,
2018,3,26,14,4032,,
2018,3,26,15,3792,,
2018,3,26,16,3744,,
2018,3,26,17,3720,,
2018,3,26,18,3840,,
2018,3,26,19,3840,,
2018,3,26,20,4104,,
2018,3,26,21,4488,,
2018,3,26,22,4464,,
2018,3,26,23,4248,,
2018,3,26,24,3936,,
2018,3,27,1,3864,,
2018,3,27,2,3720,,
2018,3,27,3,3624,,
2018,3,27,4,3816,,
2018,3,27,5,3888,,
2018,3,27,6,4272,,
2018,3,27,7,4848,,
2018,3,27,8,4800,,
2018,3,27,9,4728,,
2018,3,27,10,4440,,
2018,3,27,11,5688,,
2018,3,27,12,5232,,
2018,3,27,13,4440,,
2018,3,27,14,4200,,
2018,3,27,15,5376,,
2018,3,27,16,4848,,
2018,3,27,17,4176,,
2018,3,27,18,4200,,
2018,3,27,19,4128,,
2018,3,27,20,4392,,
2018,3,27,21,4536,,
2018,3,27,22,4368,,
2018,3,27,23,3960,,
2018,3,27,24,3792,,
2018,3,28,1,3624,,
2018,3,28,2,3408,,
2018,3,28,3,3216,,
2018,3,28,4,3336,,
2018,3,28,5,3360,,
2018,3,28,6,3480,,
2018,3,28,7,4152,,
2018,3,28,8,4128,,
2018,3,28,9,4056,,
2018,3,28,10,3984,,
2018,3,28,11,3768,,
2018,3,28,12,3888,,
2018,3,28,13,3912,,
2018,3,28,14,3936,,
2018,3,28,15,4320,,
2018,3,28,16,4944,,
2018,3,28,17,4296,,
2018,3,28,18,3744,,
2018,3,28,19,3744,,
2018,3,28,20,3840,,
2018,3,28,21,3912,,
2018,3,28,22,3912,,
2018,3,28,23,3792,,
2018,3,28,24,3456,,
2018,3,29,1,3288,,
2018,3,29,2,2904,,
2018,3,29,3,2760,,
2018,3,29,4,2784,,
2018,3,29,5,2784,,
2018,3,29,6,2904,,
2018,3,29,7,3576,,
2018,3,29,8,3624,,
2018,3,29,9,3816,,
2018,3,29,10,3960,,
2018,3,29,11,4248,,
2018,3,29,12,3984,,
2018,3,29,13,3792,,
2018,3,29,14,3888,,
2018,3,29,15,3912,,
2018,3,29,16,3984,,
2018,3,29,17,3864,,
2018,3,29,18,3840,,
2018,3,29,19,3768,,
2018,3,29,20,3744,,
2018,3,29,21,3744,,
2018,3,29,22,3672,,
2018,3,29,23,3576,,
2018,3,29,24,3480,,
2018,3,30,1,3240,,
2018,3,30,2,3048,,
2018,3,30,3,2856,,
2018,3,30,4,2880,,
2018,3,30,5,2736,,
2018,3,30,6,2904,,
2018,3,30,7,3096,,
2018,3,30,8,3288,,
2018,3,30,9,3408,,
2018,3,30,10,3480,,
2018,3,30,11,4032,,
2018,3,30,12,4032,,
2018,3,30,13,3528,,
2018,3,30,14,3840,,
2018,3,30,15,3816,,
2018,3,30,16,3408,,
2018,3,30,17,3408,,
2018,3,30,18,3480,,
2018,3,30,19,3432,,
2018,3,30,20,3432,,
2018,3,30,21,3600,,
2018,3,30,22,3480,,
2018,3,30,23,3336,,
2018,3,30,24,3216,,
2018,3,31,1,3192,,
2018,3,31,2,3096,,
2018,3,31,3,3144,,
2018,3,31,4,3000,,
2018,3,31,5,2976,,
2018,3,31,6,2976,,
2018,3,31,7,3408,,
2018,3,31,8,3720,,
2018,3,31,9,3744,,
2018,3,31,10,3624,,
2018,3,31,11,3432,,
2018,3,31,12,3456,,
2018,3,31,13,3456,,
2018,3,31,14,3408,,
2018,3,31,15,3336,,
2018,3,31,16,3288,,
2018,3,31,17,3216,,
2018,3,31,18,3192,,
2018,3,31,19,3192,,
2018,3,31,20,3216,,
2018,3,31,21,3456,,
2018,3,31,22,3576,,
2018,3,31,23,3576,,
2018,3,31,24,3576,,
2018,4,1,1,3456,,
2018,4,1,2,3384,,
2018,4,1,3,3072,,
2018,4,1,4,2976,,
2018,4,1,5,3048,,
2018,4,1,6,3024,,
2018,4,1,7,3000,,
2018,4,1,8,3000,,
2018,4,1,9,2952,,
2018,4,1,10,2784,,
2018,4,1,11,2664,,
2018,4,1,12,2568,,
2018,4,1,13,2568,,
2018,4,1,14,2496,,
2018,4,1,15,2496,,
2018,4,1,16,2496,,
2018,4,1,17,2520,,
2018,4,1,18,2496,,
2018,4,1,19,2520,,
2018,4,1,20,2592,,
2018,4,1,21,2664,,
2018,4,1,22,2592,,
2018,4,1,23,2496,,
2018,4,1,24,2496,,
2018,4,2,1,2472,,
2018,4,2,2,2520,,
2018,4,2,3,2472,,
2018,4,2,4,2520,,
2018,4,2,5,2640,,
2018,4,2,6,2808,,
2018,4,2,7,3288,,
2018,4,2,8,3408,,
2018,4,2,9,3528,,
2018,4,2,10,3672,,
2018,4,2,11,3720,,
2018,4,2,12,3720,,
2018,4,2,13,3696,,
2018,4,2,14,2952,,
2018,4,2,15,3216,,
2018,4,2,16,3648,,
2018,4,2,17,3648,,
2018,4,2,18,3504,,
2018,4,2,19,3456,,
2018,4,2,20,3432,,
2018,4,2,21,3528,,
2018,4,2,22,3528,,
2018,4,2,23,3504,,
2018,4,2,24,3504,,
2018,4,3,1,3384,,
2018,4,3,2,3240,,
2018,4,3,3,3000,,
2018,4,3,4,3000,,
2018,4,3,5,3072,,
2018,4,3,6,3264,,
2018,4,3,7,3816,,
2018,4,3,8,4056,,
2018,4,3,9,4176,,
2018,4,3,10,4152,,
2018,4,3,11,4848,,
2018,4,3,12,4920,,
2018,4,3,13,3864,,
2018,4,3,14,5088,,
2018,4,3,15,4464,,
2018,4,3,16,4704,,
2018,4,3,17,3744,,
2018,4,3,18,3408,,
2018,4,3,19,3408,,
2018,4,3,20,3456,,
2018,4,3,21,3696,,
2018,4,3,22,3600,,
2018,4,3,23,3504,,
2018,4,3,24,3408,,
2018,4,4,1,3216,,
2018,4,4,2,3072,,
2018,4,4,3,2856,,
2018,4,4,4,2904,,
2018,4,4,5,2784,,
2018,4,4,6,2832,,
2018,4,4,7,3288,,
2018,4,4,8,3432,,
2018,4,4,9,3744,,
2018,4,4,10,3600,,
2018,4,4,11,3408,,
2018,4,4,12,3696,,
2018,4,4,13,3696,,
2018,4,4,14,4776,,
2018,4,4,15,5112,,
2018,4,4,16,3864,,
2018,4,4,17,3552,,
2018,4,4,18,3240,,
2018,4,4,19,3288,,
2018,4,4,20,3408,,
2018,4,4,21,3624,,
2018,4,4,22,3480,,
2018,4,4,23,3432,,
2018,4,4,24,3528,,
2018,4,5,1,3288,,
2018,4,5,2,2976,,
2018,4,5,3,2472,,
2018,4,5,4,2544,,
2018,4,5,5,2688,,
2018,4,5,6,3000,,
2018,4,5,7,3432,,
2018,4,5,8,3456,,
2018,4,5,9,3384,,
2018,4,5,10,3216,,
2018,4,5,11,3432,,
2018,4,5,12,3552,,
2018,4,5,13,2712,,
2018,4,5,14,3048,,
2018,4,5,15,2616,,
2018,4,5,16,3744,,
2018,4,5,17,2856,,
2018,4,5,18,2472,,
2018,4,5,19,2592,,
2018,4,5,20,2712,,
2018,4,5,21,3000,,
2018,4,5,22,3192,,
2018,4,5,23,3096,,
2018,4,5,24,3192,,
2018,4,6,1,3144,,
2018,4,6,2,3120,,
2018,4,6,3,3048,,
2018,4,6,4,3048,,
2018,4,6,5,3240,,
2018,4,6,6,3408,,
2018,4,6,7,4200,,
2018,4,6,8,4248,,
2018,4,6,9,4296,,
2018,4,6,10,4080,,
2018,4,6,11,3864,,
2018,4,6,12,3768,,
2018,4,6,13,3720,,
2018,4,6,14,3840,,
2018,4,6,15,3696,,
2018,4,6,16,3744,,
2018,4,6,17,3696,,
2018,4,6,18,3312,,
2018,4,6,19,3408,,
2018,4,6,20,3528,,
2018,4,6,21,3504,,
2018,4,6,22,3456,,
2018,4,6,23,3360,,
2018,4,6,24,3360,,
2018,4,7,1,3288,,
2018,4,7,2,3120,,
2018,4,7,3,3000,,
2018,4,7,4,2928,,
2018,4,7,5,2928,,
2018,4,7,6,2880,,
2018,4,7,7,3024,,
2018,4,7,8,3288,,
2018,4,7,9,3456,,
2018,4,7,10,3480,,
2018,4,7,11,3408,,
2018,4,7,12,3480,,
2018,4,7,13,3504,,
2018,4,7,14,3576,,
2018,4,7,15,3696,,
2018,4,7,16,3720,,
2018,4,7,17,3696,,
2018,4,7,18,4056,,
2018,4,7,19,4032,,
2018,4,7,20,4152,,
2018,4,7,21,4272,,
2018,4,7,22,4344,,
2018,4,7,23,4296,,
2018,4,7,24,4248,,
2018,4,8,1,4248,,
2018,4,8,2,4080,,
2018,4,8,3,3840,,
2018,4,8,4,3768,,
2018,4,8,5,3648,,
2018,4,8,6,3672,,
2018,4,8,7,3984,,
2018,4,8,8,4200,,
2018,4,8,9,4224,,
2018,4,8,10,4200,,
2018,4,8,11,3960,,
2018,4,8,12,3744,,
2018,4,8,13,3600,,
2018,4,8,14,3456,,
2018,4,8,15,3360,,
2018,4,8,16,3240,,
2018,4,8,17,3288,,
2018,4,8,18,3288,,
2018,4,8,19,3336,,
2018,4,8,20,3696,,
2018,4,8,21,3864,,
2018,4,8,22,3744,,
2018,4,8,23,3720,,
2018,4,8,24,3720,,
2018,4,9,1,3624,,
2018,4,9,2,3384,,
2018,4,9,3,3336,,
2018,4,9,4,3336,,
2018,4,9,5,3384,,
2018,4,9,6,3504,,
2018,4,9,7,4176,,
2018,4,9,8,4248,,
2018,4,9,9,4320,,
2018,4,9,10,4488,,
2018,4,9,11,4248,,
2018,4,9,12,4056,,
2018,4,9,13,3888,,
2018,4,9,14,3720,,
2018,4,9,15,3744,,
2018,4,9,16,3672,,
2018,4,9,17,3672,,
2018,4,9,18,3744,,
2018,4,9,19,3816,,
2018,4,9,20,3840,,
2018,4,9,21,4056,,
2018,4,9,22,3888,,
2018,4,9,23,3792,,
2018,4,9,24,3768,,
2018,4,10,1,3576,,
2018,4,10,2,3192,,
2018,4,10,3,3144,,
2018,4,10,4,3144,,
2018,4,10,5,3240,,
2018,4,10,6,3408,,
2018,4,10,7,4056,,
2018,4,10,8,4224,,
2018,4,10,9,4272,,
2018,4,10,10,4104,,
2018,4,10,11,4032,,
2018,4,10,12,3720,,
2018,4,10,13,3696,,
2018,4,10,14,3696,,
2018,4,10,15,3504,,
2018,4,10,16,3408,,
2018,4,10,17,3432,,
2018,4,10,18,3336,,
2018,4,10,19,3360,,
2018,4,10,20,3480,,
2018,4,10,21,3792,,
2018,4,10,22,3792,,
2018,4,10,23,3624,,
2018,4,10,24,3792,,
2018,4,11,1,3768,,
2018,4,11,2,3552,,
2018,4,11,3,3408,,
2018,4,11,4,3480,,
2018,4,11,5,3408,,
2018,4,11,6,3624,,
2018,4,11,7,4368,,
2018,4,11,8,4488,,
2018,4,11,9,4368,,
2018,4,11,10,4224,,
2018,4,11,11,4032,,
2018,4,11,12,4992,,
2018,4,11,13,3840,,
2018,4,11,14,4344,,
2018,4,11,15,4152,,
2018,4,11,16,3672,,
2018,4,11,17,3528,,
2018,4,11,18,3432,,
2018,4,11,19,3360,,
2018,4,11,20,3456,,
2018,4,11,21,3816,,
2018,4,11,22,3792,,
2018,4,11,23,3744,,
2018,4,11,24,3696,,
2018,4,12,1,3648,,
2018,4,12,2,3624,,
2018,4,12,3,3480,,
2018,4,12,4,3432,,
2018,4,12,5,3336,,
2018,4,12,6,3528,,
2018,4,12,7,4176,,
2018,4,12,8,4416,,
2018,4,12,9,4224,,
2018,4,12,10,3960,,
2018,4,12,11,3648,,
2018,4,12,12,3720,,
2018,4,12,13,3768,,
2018,4,12,14,3744,,
2018,4,12,15,3744,,
2018,4,12,16,3744,,
2018,4,12,17,3624,,
2018,4,12,18,3480,,
2018,4,12,19,3504,,
2018,4,12,20,3504,,
2018,4,12,21,3768,,
2018,4,12,22,3816,,
2018,4,12,23,3552,,
2018,4,12,24,3456,,
2018,4,13,1,3336,,
2018,4,13,2,3168,,
2018,4,13,3,2880,,
2018,4,13,4,2784,,
2018,4,13,5,2832,,
2018,4,13,6,3096,,
2018,4,13,7,3696,,
2018,4,13,8,3840,,
2018,4,13,9,3864,,
2018,4,13,10,3720,,
2018,4,13,11,3648,,
2018,4,13,12,3624,,
2018,4,13,13,3624,,
2018,4,13,14,3912,,
2018,4,13,15,4008,,
2018,4,13,16,3864,,
2018,4,13,17,3864,,
2018,4,13,18,3744,,
2018,4,13,19,3720,,
2018,4,13,20,3648,,
2018,4,13,21,3744,,
2018,4,13,22,3792,,
2018,4,13,23,3600,,
2018,4,13,24,3624,,
2018,4,14,1,3312,,
2018,4,14,2,3168,,
2018,4,14,3,2856,,
2018,4,14,4,2808,,
2018,4,14,5,2760,,
2018,4,14,6,2808,,
2018,4,14,7,3072,,
2018,4,14,8,3360,,
2018,4,14,9,3600,,
2018,4,14,10,3624,,
2018,4,14,11,3576,,
2018,4,14,12,3600,,
2018,4,14,13,3624,,
2018,4,14,14,3696,,
2018,4,14,15,3672,,
2018,4,14,16,3720,,
2018,4,14,17,3768,,
2018,4,14,18,3648,,
2018,4,14,19,3792,,
2018,4,14,20,3816,,
2018,4,14,21,3936,,
2018,4,14,22,3888,,
2018,4,14,23,3648,,
2018,4,14,24,3600,,
2018,4,15,1,3312,,
2018,4,15,2,3072,,
2018,4,15,3,3024,,
2018,4,15,4,2976,,
2018,4,15,5,2880,,
2018,4,15,6,2952,,
2018,4,15,7,2976,,
2018,4,15,8,3312,,
2018,4,15,9,3480,,
2018,4,15,10,3672,,
2018,4,15,11,3624,,
2018,4,15,12,3672,,
2018,4,15,13,3696,,
2018,4,15,14,3768,,
2018,4,15,15,3888,,
2018,4,15,16,3648,,
2018,4,15,17,3768,,
2018,4,15,18,3744,,
2018,4,15,19,3816,,
2018,4,15,20,3648,,
2018,4,15,21,3792,,
2018,4,15,22,3768,,
2018,4,15,23,3624,,
2018,4,15,24,3336,,
2018,4,16,1,2952,,
2018,4,16,2,2808,,
2018,4,16,3,2760,,
2018,4,16,4,2712,,
2018,4,16,5,2784,,
2018,4,16,6,3000,,
2018,4,16,7,3504,,
2018,4,16,8,3696,,
2018,4,16,9,3840,,
2018,4,16,10,3864,,
2018,4,16,11,3816,,
2018,4,16,12,3744,,
2018,4,16,13,3696,,
2018,4,16,14,3744,,
2018,4,16,15,3720,,
2018,4,16,16,3672,,
2018,4,16,17,3648,,
2018,4,16,18,3456,,
2018,4,16,19,3600,,
2018,4,16,20,3744,,
2018,4,16,21,3816,,
2018,4,16,22,3888,,
2018,4,16,23,3792,,
2018,4,16,24,3696,,
2018,4,17,1,3456,,
2018,4,17,2,3264,,
2018,4,17,3,3168,,
2018,4,17,4,3168,,
2018,4,17,5,3288,,
2018,4,17,6,3696,,
2018,4,17,7,4392,,
2018,4,17,8,4392,,
2018,4,17,9,4368,,
2018,4,17,10,4272,,
2018,4,17,11,4272,,
2018,4,17,12,4248,,
2018,4,17,13,4056,,
2018,4,17,14,4008,,
2018,4,17,15,3888,,
2018,4,17,16,3840,,
2018,4,17,17,3576,,
2018,4,17,18,3312,,
2018,4,17,19,3504,,
2018,4,17,20,3648,,
2018,4,17,21,3984,,
2018,4,17,22,4032,,
2018,4,17,23,3936,,
2018,4,17,24,4008,,
2018,4,18,1,3792,,
2018,4,18,2,3648,,
2018,4,18,3,3288,,
2018,4,18,4,3288,,
2018,4,18,5,3240,,
2018,4,18,6,3408,,
2018,4,18,7,4032,,
2018,4,18,8,4152,,
2018,4,18,9,4032,,
2018,4,18,10,3816,,
2018,4,18,11,3936,,
2018,4,18,12,4104,,
2018,4,18,13,3720,,
2018,4,18,14,4704,,
2018,4,18,15,4632,,
2018,4,18,16,3840,,
2018,4,18,17,3792,,
2018,4,18,18,3624,,
2018,4,18,19,3672,,
2018,4,18,20,3720,,
2018,4,18,21,3816,,
2018,4,18,22,3672,,
2018,4,18,23,3624,,
2018,4,18,24,3480,,
2018,4,19,1,3168,,
2018,4,19,2,3072,,
2018,4,19,3,2712,,
2018,4,19,4,2712,,
2018,4,19,5,2712,,
2018,4,19,6,2928,,
2018,4,19,7,3504,,
2018,4,19,8,3696,,
2018,4,19,9,3696,,
2018,4,19,10,3792,,
2018,4,19,11,3792,,
2018,4,19,12,3840,,
2018,4,19,13,3816,,
2018,4,19,14,3840,,
2018,4,19,15,3744,,
2018,4,19,16,3696,,
2018,4,19,17,3552,,
2018,4,19,18,3408,,
2018,4,19,19,3504,,
2018,4,19,20,3504,,
2018,4,19,21,3720,,
2018,4,19,22,3840,,
2018,4,19,23,3744,,
2018,4,19,24,3624,,
2018,4,20,1,3528,,
2018,4,20,2,3384,,
2018,4,20,3,3192,,
2018,4,20,4,3312,,
2018,4,20,5,3336,,
2018,4,20,6,3672,,
2018,4,20,7,4272,,
2018,4,20,8,4392,,
2018,4,20,9,4224,,
2018,4,20,10,4080,,
2018,4,20,11,3912,,
2018,4,20,12,3960,,
2018,4,20,13,3816,,
2018,4,20,14,3816,,
2018,4,20,15,3816,,
2018,4,20,16,3624,,
2018,4,20,17,3576,,
2018,4,20,18,3408,,
2018,4,20,19,3408,,
2018,4,20,20,3456,,
2018,4,20,21,3816,,
2018,4,20,22,3864,,
2018,4,20,23,3744,,
2018,4,20,24,3792,,
2018,4,21,1,3624,,
2018,4,21,2,3552,,
2018,4,21,3,3264,,
2018,4,21,4,3312,,
2018,4,21,5,3312,,
2018,4,21,6,3456,,
2018,4,21,7,3648,,
2018,4,21,8,3888,,
2018,4,21,9,3864,,
2018,4,21,10,3648,,
2018,4,21,11,3456,,
2018,4,21,12,3288,,
2018,4,21,13,3096,,
2018,4,21,14,3000,,
2018,4,21,15,2952,,
2018,4,21,16,3000,,
2018,4,21,17,3144,,
2018,4,21,18,3216,,
2018,4,21,19,3264,,
2018,4,21,20,3312,,
2018,4,21,21,3576,,
2018,4,21,22,3528,,
2018,4,21,23,3480,,
2018,4,21,24,3312,,
2018,4,22,1,3120,,
2018,4,22,2,2976,,
2018,4,22,3,2928,,
2018,4,22,4,2904,,
2018,4,22,5,2880,,
2018,4,22,6,2976,,
2018,4,22,7,3072,,
2018,4,22,8,3144,,
2018,4,22,9,3024,,
2018,4,22,10,2856,,
2018,4,22,11,2640,,
2018,4,22,12,2592,,
2018,4,22,13,2616,,
2018,4,22,14,2616,,
2018,4,22,15,2616,,
2018,4,22,16,2664,,
2018,4,22,17,2712,,
2018,4,22,18,2712,,
2018,4,22,19,2712,,
2018,4,22,20,2664,,
2018,4,22,21,2832,,
2018,4,22,22,2856,,
2018,4,22,23,2736,,
2018,4,22,24,2688,,
2018,4,23,1,2664,,
2018,4,23,2,2712,,
2018,4,23,3,2688,,
2018,4,23,4,2736,,
2018,4,23,5,2880,,
2018,4,23,6,3264,,
2018,4,23,7,3984,,
2018,4,23,8,4008,,
2018,4,23,9,3960,,
2018,4,23,10,3744,,
2018,4,23,11,4224,,
2018,4,23,12,4440,,
2018,4,23,13,3600,,
2018,4,23,14,3696,,
2018,4,23,15,3624,,
2018,4,23,16,3624,,
2018,4,23,17,3648,,
2018,4,23,18,3504,,
2018,4,23,19,3624,,
2018,4,23,20,3696,,
2018,4,23,21,3792,,
2018,4,23,22,3816,,
2018,4,23,23,3576,,
2018,4,23,24,3480,,
2018,4,24,1,3240,,
2018,4,24,2,3144,,
2018,4,24,3,2880,,
2018,4,24,4,2808,,
2018,4,24,5,2880,,
2018,4,24,6,3096,,
2018,4,24,7,3624,,
2018,4,24,8,3840,,
2018,4,24,9,3936,,
2018,4,24,10,3984,,
2018,4,24,11,3696,,
2018,4,24,12,4080,,
2018,4,24,13,4056,,
2018,4,24,14,4008,,
2018,4,24,15,3984,,
2018,4,24,16,3960,,
2018,4,24,17,3792,,
2018,4,24,18,3600,,
2018,4,24,19,3696,,
2018,4,24,20,3816,,
2018,4,24,21,3864,,
2018,4,24,22,3768,,
2018,4,24,23,3600,,
2018,4,24,24,3528,,
2018,4,25,1,3408,,
2018,4,25,2,3168,,
2018,4,25,3,2952,,
2018,4,25,4,3024,,
2018,4,25,5,2784,,
2018,4,25,6,2904,,
2018,4,25,7,3456,,
2018,4,25,8,3696,,
2018,4,25,9,3936,,
2018,4,25,10,3960,,
2018,4,25,11,3792,,
2018,4,25,12,3984,,
2018,4,25,13,3936,,
2018,4,25,14,3912,,
2018,4,25,15,3816,,
2018,4,25,16,3816,,
2018,4,25,17,3672,,
2018,4,25,18,3528,,
2018,4,25,19,3552,,
2018,4,25,20,3600,,
2018,4,25,21,3816,,
2018,4,25,22,3816,,
2018,4,25,23,3408,,
2018,4,25,24,3288,,
2018,4,26,1,2784,,
2018,4,26,2,2760,,
2018,4,26,3,2760,,
2018,4,26,4,2832,,
2018,4,26,5,2856,,
2018,4,26,6,3120,,
2018,4,26,7,3624,,
2018,4,26,8,3744,,
2018,4,26,9,3840,,
2018,4,26,10,3888,,
2018,4,26,11,3720,,
2018,4,26,12,3552,,
2018,4,26,13,3528,,
2018,4,26,14,3696,,
2018,4,26,15,3792,,
2018,4,26,16,3816,,
2018,4,26,17,3792,,
2018,4,26,18,3480,,
2018,4,26,19,3648,,
2018,4,26,20,3768,,
2018,4,26,21,3960,,
2018,4,26,22,3720,,
2018,4,26,23,3600,,
2018,4,26,24,3528,,
2018,4,27,1,3216,,
2018,4,27,2,2976,,
2018,4,27,3,2640,,
2018,4,27,4,2688,,
2018,4,27,5,2712,,
2018,4,27,6,3048,,
2018,4,27,7,3456,,
2018,4,27,8,3624,,
2018,4,27,9,3696,,
2018,4,27,10,3840,,
2018,4,27,11,4176,,
2018,4,27,12,4872,,
2018,4,27,13,3864,,
2018,4,27,14,4200,,
2018,4,27,15,3960,,
2018,4,27,16,4056,,
2018,4,27,17,3816,,
2018,4,27,18,3624,,
2018,4,27,19,3624,,
2018,4,27,20,3504,,
2018,4,27,21,3672,,
2018,4,27,22,3624,,
2018,4,27,23,3408,,
2018,4,27,24,3336,,
2018,4,28,1,3096,,
2018,4,28,2,2736,,
2018,4,28,3,2784,,
2018,4,28,4,2904,,
2018,4,28,5,2904,,
2018,4,28,6,2952,,
2018,4,28,7,3120,,
2018,4,28,8,3216,,
2018,4,28,9,3360,,
2018,4,28,10,3504,,
2018,4,28,11,3432,,
2018,4,28,12,3408,,
2018,4,28,13,3408,,
2018,4,28,14,3384,,
2018,4,28,15,3432,,
2018,4,28,16,3552,,
2018,4,28,17,3624,,
2018,4,28,18,3576,,
2018,4,28,19,3720,,
2018,4,28,20,3624,,
2018,4,28,21,3624,,
2018,4,28,22,3672,,
2018,4,28,23,3456,,
2018,4,28,24,3264,,
2018,4,29,1,3120,,
2018,4,29,2,3120,,
2018,4,29,3,2904,,
2018,4,29,4,2880,,
2018,4,29,5,2664,,
2018,4,29,6,2712,,
2018,4,29,7,2856,,
2018,4,29,8,3096,,
2018,4,29,9,3264,,
2018,4,29,10,3384,,
2018,4,29,11,3432,,
2018,4,29,12,3312,,
2018,4,29,13,3240,,
2018,4,29,14,3288,,
2018,4,29,15,3336,,
2018,4,29,16,3216,,
2018,4,29,17,3312,,
2018,4,29,18,3288,,
2018,4,29,19,3360,,
2018,4,29,20,3360,,
2018,4,29,21,3624,,
2018,4,29,22,3528,,
2018,4,29,23,3360,,
2018,4,29,24,3312,,
2018,4,30,1,3144,,
2018,4,30,2,3168,,
2018,4,30,3,3096,,
2018,4,30,4,3144,,
2018,4,30,5,3144,,
2018,4,30,6,3432,,
2018,4,30,7,3984,,
2018,4,30,8,4056,,
2018,4,30,9,3936,,
2018,4,30,10,3936,,
2018,4,30,11,3768,,
2018,4,30,12,3744,,
2018,4,30,13,3696,,
2018,4,30,14,3648,,
2018,4,30,15,3576,,
2018,4,30,16,3600,,
2018,4,30,17,3600,,
2018,4,30,18,3480,,
2018,4,30,19,3528,,
2018,4,30,20,3480,,
2018,4,30,21,3648,,
2018,4,30,22,3648,,
2018,4,30,23,3576,,
2018,4,30,24,3552,,
2018,5,1,1,3288,,
2018,5,1,2,3240,,
2018,5,1,3,3144,,
2018,5,1,4,3240,,
2018,5,1,5,3240,,
2018,5,1,6,3360,,
2018,5,1,7,3816,,
2018,5,1,8,3936,,
2018,5,1,9,3960,,
2018,5,1,10,3960,,
2018,5,1,11,4728,,
2018,5,1,12,4632,,
2018,5,1,13,3696,,
2018,5,1,14,3864,,
2018,5,1,15,3936,,
2018,5,1,16,4008,,
2018,5,1,17,3960,,
2018,5,1,18,3792,,
2018,5,1,19,3912,,
2018,5,1,20,3600,,
2018,5,1,21,3792,,
2018,5,1,22,3864,,
2018,5,1,23,3528,,
2018,5,1,24,3432,,
2018,5,2,1,3048,,
2018,5,2,2,2808,,
2018,5,2,3,2808,,
2018,5,2,4,2808,,
2018,5,2,5,2832,,
2018,5,2,6,3000,,
2018,5,2,7,3504,,
2018,5,2,8,3552,,
2018,5,2,9,3696,,
2018,5,2,10,3840,,
2018,5,2,11,3744,,
2018,5,2,12,3768,,
2018,5,2,13,3840,,
2018,5,2,14,4152,,
2018,5,2,15,4032,,
2018,5,2,16,4176,,
2018,5,2,17,4296,,
2018,5,2,18,4152,,
2018,5,2,19,4152,,
2018,5,2,20,4080,,
2018,5,2,21,3936,,
2018,5,2,22,3960,,
2018,5,2,23,3624,,
2018,5,2,24,3504,,
2018,5,3,1,3168,,
2018,5,3,2,2760,,
2018,5,3,3,2712,,
2018,5,3,4,2712,,
2018,5,3,5,2736,,
2018,5,3,6,2928,,
2018,5,3,7,3528,,
2018,5,3,8,3768,,
2018,5,3,9,3840,,
2018,5,3,10,3936,,
2018,5,3,11,3936,,
2018,5,3,12,3912,,
2018,5,3,13,4056,,
2018,5,3,14,4248,,
2018,5,3,15,4200,,
2018,5,3,16,4224,,
2018,5,3,17,4416,,
2018,5,3,18,4272,,
2018,5,3,19,4224,,
2018,5,3,20,4104,,
2018,5,3,21,4176,,
2018,5,3,22,4176,,
2018,5,3,23,3792,,
2018,5,3,24,3624,,
2018,5,4,1,3288,,
